"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Allard, Kolby","663465","32","10.1",50,"110.8","89.9","78","95.4","83.8","410","165","395","14",43.8,"5",15.6,11.1
"Coulombe, Danny","543056","31","13.1",32.3,"112.4","85.9","74.1","91.2","80.6","379","147","379","9",29,"1",3.2,2.3
"Armstrong, Shawn","542888","31","20.2",32.3,"109.3","91.7","82.5","95.5","91.1","444","187","413","16",51.6,"3",9.7,5.3
"Rodriguez, Grayson","680570","31","13.6",38.7,"108.7","90.8","81.2","93.5","85.9","436","195","436","14",45.2,"4",12.9,8.7
"Sabrowski, Erik","681870","31","24",58.1,"110.3","93.5","87","94.2","94.3","390","238","366","12",38.7,"3",9.7,3.6
"Crow, Coleman","689441","31","19.6",38.7,"107.7","87.9","79","92.5","83.9","394","182",,"10",32.3,"2",6.5,5
"Fairbanks, Pete","664126","30","29.5",36.7,"115.2","92.8","83.3","95","90.3","410","207","407","13",43.3,"5",16.7,8.6
"Alvarez, Andrew","674841","30","14.4",40,"116.5","92.2","80.8","99.9","87.6","408","164","408","14",46.7,"4",13.3,8.2
"Martin, Chris","455119","30","17",63.3,"110.2","93.3","82.7","95.8","85.8","427","219","405","14",46.7,"3",10,7.7
"Palencia, Daniel","694037","30","18.5",56.7,"108.1","87.5","77.7","93.8","72","399","203","356","8",26.7,"3",10,6.5
"Beeter, Clayton","690925","30","0.7",20,"106.1","91.7","83","97.2","88.5","414","142","396","16",53.3,"3",10,5.7
"Rodón, Carlos","607074","30","8.2",20,"111.7","87.6","78.9","92","85","354","124",,"6",20,"2",6.7,3.4
"Backhus, Kyle","679775","30","6.9",26.7,"108.1","88.1","78.1","92.4","85.4","438","140","414","9",30,"2",6.7,4.9
"Thornton, Trent","663423","30","3.4",36.7,"116.3","90.1","78.9","97.7","85.2","413","154","392","15",50,"4",13.3,10.5
"Peguero, Joel","666711","29","2.7",20.7,"107.1","84.4","74.4","89.2","81.9","332","112",,"7",24.1,"0",0,0
"Roberts, Ethan","681799","29","5",13.8,"106.6","90.8","81.9","89.5","91.7","358","105",,"13",44.8,"0",0,0
"Thielbar, Caleb","573204","29","18.2",27.6,"107.1","87.4","76.4","93.3","82.5","385","168","382","9",31,"2",6.9,4.3
"Madden, Ty","680744","29","8.9",13.8,"110.2","87.2","76.4","88.2","88.8","403","130","403","10",34.5,"2",6.9,4.7
"Alvarado, Elvis","665660","28","15.2",39.3,"114.1","91.3","81.2","96.9","81.1","431","219","431","14",50,"7",25,15.9
"Sims, Lucas","608371","28","12.3",25,"105.1","86.8","73.8","93.3","84.5","411","160","411","11",39.3,"2",7.1,4.3
"Urquidy, José","664353","28","12.1",25,"103.7","89.2","80.1","96.2","85.9","385","144","385","12",42.9,"2",7.1,5.6
"Dotel, Wilber","696062","28","15.9",17.9,"104.9","93","85.3","91.3","96.5","398","177","398","15",53.6,"1",3.6,2.4
"Roa, Christian","685005","27","23.8",44.4,"111.7","91.8","82.1","97.7","90.2","390","191","383","17",63,"2",7.4,4.7
"Smith, Shane","681343","27","14.2",29.6,"109.9","82.2","66.8","88.3","77.1","347","154","347","9",33.3,"0",0,0
"Halvorsen, Seth","678020","27","7.3",40.7,"109.4","90.6","80.3","94.5","90","340","127",,"11",40.7,"0",0,0
"Shuster, Jared","694363","27","10.9",11.1,"104.3","88.8","79","92.2","89.4","340","141",,"11",40.7,"0",0,0
"Giolito, Lucas","608337","27","24.6",33.3,"110.5","87.6","77","93.3","85.8","351","150",,"9",33.3,"0",0,0
"Waldichuk, Ken","686610","26","18",26.9,"111.2","89.3","78.1","95.9","82","414","172","395","10",38.5,"5",19.2,12.5
"Sandlin, Nick","680704","26","13",30.8,"111.1","87","75.6","89.3","85.1","446","168","412","10",38.5,"2",7.7,5
"Manoah, Alek","666201","26","15.2",34.6,"111.7","87.1","74.8","95.8","75.7","380","181","366","9",34.6,"3",11.5,7.7
"Matsui, Yuki","673513","26","32.7",19.2,"108.6","84.2","74.8","92.6","83.3","397","149",,"6",23.1,"2",7.7,4.3
"Martin, Trevor","694680","26","5.6",34.6,"109.7","91.7","82.6","95.7","87.4","405","175","398","13",50,"4",15.4,11.4
"Trevino, Jose","624431","26","12.5",42.3,"106.6","93.2","84.5","95.1","90.3","377","187",,"14",53.8,"3",11.5,10.3
"Gasser, Robert","688107","25","32.7",40,"107.4","88.5","79.4","94.2","84","357","224","357","9",36,"2",8,4.9
"Cleavinger, Garrett","664076","25","14.3",44,"111.9","91.5","81.3","93.6","87.1","439","170","439","14",56,"2",8,4.2
"Kremer, Dean","665152","25","15.4",40,"108.6","87.6","76.6","92.1","81.3","443","193","401","9",36,"4",16,9.3
"Anderson, Jack","681252","24","14",33.3,"107.9","87.4","75.7","93.3","81.1","438","168","438","11",45.8,"3",12.5,9.4
"Helsley, Ryan","664854","24","4.2",20.8,"105.4","91.4","82.9","94.9","89.2","367","132",,"13",54.2,"1",4.2,2.2
"Gibson, Trey","694346","24","12.7",29.2,"112.7","92.5","81","98.1","86.9","413","162","396","11",45.8,"4",16.7,12.9
"Romano, Jordan","605447","23","16.7",43.5,"107.5","88.9","77.8","94.9","83.2","391","181","391","10",43.5,"2",8.7,4.8
"Antone, Tejay","622088","23","9.5",30.4,"107.1","89.2","79","91.8","87.4","407","145","407","10",43.5,"3",13,9.4
"Payamps, Joel","606303","23","19.3",52.2,"109.1","92.5","85.2","93","90.9","404","245","400","9",39.1,"4",17.4,11.1
"Eisert, Brandon","685126","23","8.1",26.1,"109.2","89.4","77.1","94.9","88.1","352","130",,"11",47.8,"1",4.3,2.9
"Nicolas, Kyle","693312","22","27.5",36.4,"110.4","87.2","75.9","90.1","89.5","418","196","418","7",31.8,"1",4.5,2.4
"Vanasco, Ricky","676568","22","8.1",27.3,"106.3","86","74.2","91","84.1","386","160","384","8",36.4,"1",4.5,3.4
"Slaten, Justin","686580","22","2.5",31.8,"109.4","88.3","77","94.3","79.6","419","174","398","8",36.4,"1",4.5,2.7
"Castaño, Blas","680604","22","3.3",31.8,"111.8","93.1","85.7","97","89.2","448","170","448","10",45.5,"1",4.5,2.9
"Adams, Travis","701519","22","17",22.7,"106.3","82.8","72.1","89.1","75","389","165",,"3",13.6,"2",9.1,5.9
"Henry, Cole","669371","21","28.4",28.6,"106.9","89.6","80.3","90.7","96.7","400","201","400","8",38.1,"1",4.8,2.9
"Garcia, Robert","676395","21","9.2",23.8,"109.3","88.8","78.8","90.4","88.2","366","129",,"7",33.3,"0",0,0
"Aldegheri, Sam","691951","21","24.2",52.4,"108.1","90.7","82.9","92.8","89.1","405","240","405","8",38.1,"3",14.3,11.5
"Murphy, Chris","669684","21","13.6",28.6,"105","87.8","77.3","94.5","87.3","387","123","387","8",38.1,"2",9.5,6.3
"Gibson, Cade","806188","21","12.7",28.6,"108.3","87.4","76.7","88.6","88.5","386","138","386","9",42.9,"1",4.8,2.9
"France, J.P.","641585","21","17.4",23.8,"109.9","89.9","78.5","92.2","88.1","391","170","383","9",42.9,"3",14.3,9.7
"Pop, Zach","647315","21","11.1",23.8,"108.3","93.3","87.2","92.2","94.3","399","160",,"10",47.6,"1",4.8,3.2
"Horton, Cade","690990","20","4.3",25,"110","85.8","72.8","97","77.7","364","108","364","7",35,"1",5,3.8
"Fitzpatrick, Brian","702153","20","8",20,"106","80.4","65.6","86.6","78","350","105",,"5",25,"1",5,3.7
"Garcia, Brandyn","805299","20","0.8",20,"108.4","92.1","84.3","92","92.7","331","90",,"7",35,"0",0,0
"Brown, Hunter","686613","20","11.2",30,"102.8","85.6","74.7","88.3","83.1","346","148",,"6",30,"0",0,0
"Dodd, Dylan","689266","20","15.6",25,"113.2","89","80.7","91.1","88.2","366","160",,"6",30,"1",5,3.3
"McCann, James","543510","20","8",35,"111.6","94.9","87","101.4","89.1","415","176","353","8",42.1,"4",20,17.4
"Martin, Riley","702303","19","26.2",21.1,"108.1","90.9","81.2","93.1","94.7","406","158","406","8",42.1,"1",5.3,3.1
"Davila, Nick","689546","19","6.7",31.6,"109","87.2","79.3","89.7","84.5","347","152",,"4",21.1,"1",5.3,3.4
"Barnes, Charlie","656212","18","9.3",38.9,"108.8","91.8","84.3","91.8","91.8","381","156",,"6",33.3,"1",5.6,4
"Fernandez, Ryan","681676","18","5.4",38.9,"108.9","84.9","69.8","90.2","79.7","421","164","421","7",38.9,"2",11.1,5.4
"Rodriguez, Carlos","692230","18","24.5",27.8,"101.6","82.7","71.7","89.4","77.1","379","173","379","4",22.2,"0",0,0
"Santos, Gregory","666619","18","1.7",38.9,"108.3","91.6","80.2","97.6","89.8","359","152",,"10",55.6,"0",0,0
"Jump, Gage","695611","18","15.4",50,"106.9","92.4","84.3","90.6","96.5","351","173",,"7",38.9,"0",0,0
"Roycroft, Chris","688297","17","-8.5",23.5,"108.1","83.2","69.5","91.7","79.3","350","89","350","5",29.4,"1",5.9,4
"Díaz, Edwin","621242","17","16",41.2,"101.6","89.2","81.9","87.9","92","373","188","373","6",35.3,"1",5.9,3
"Cole, Gerrit","543037","17","29.9",29.4,"100.2","86.8","80.8","88.5","89.3","327","176",,"3",17.6,"0",0,0
"Wicks, Jordan","696136","17","14.4",41.2,"113.4","91","79.9","89.6","93","415","188","415","8",47.1,"2",11.8,8.3
"Yates, Kirby","489446","17","14.6",35.3,"112.2","92.9","83.1","95.1","93","364","179","364","9",52.9,"2",11.8,6.3
"Curvelo, Luis","681168","17","25.7",41.2,"108.5","91.3","82.5","94.6","83.3","396","234","386","8",47.1,"2",11.8,9.5
"Mey, Luis","682825","17","5.2",23.5,"109.2","92.3","83","101.1","91.5","429","149","421","7",41.2,"3",17.6,7.5
"Martin, Corbin","656686","16","22.9",25,"106.8","93.3","85.1","98.7","95.2","412","173","412","9",56.3,"2",12.5,8
"Snelling, Robby","702281","16","7.6",37.5,"106.5","88.5","75.7","100.2","76.6","403","149","403","7",43.8,"1",6.3,4.5
"Klassen, George","691946","16","-0.5",50,"111.3","89.6","77.4","97.6","82.6","397","147","383","8",50,"4",25,12.5
"Verlander, Justin","434378","16","21.6",31.3,"107.8","93.5","83.2","97.3","80.1","403","212","403","9",56.3,"2",12.5,10.5
"Gonzalez, Domingo","682445","16","14.5",43.8,"109.7","93.7","84.5","93.6","93.9","387","197",,"8",50,"2",12.5,8.3
"Bidois, Brandan","684049","16","31.8",37.5,"108.8","89.5","77","98","82.9","415","250","410","8",50,"5",31.3,19.2
"Melton, Troy","675512","16","24.2",25,"111.3","93.1","83.8","95.7","88.8","350","195",,"9",56.3,"1",6.3,4.5
"Ross, Joe","605452","16","14.8",43.8,"107.6","87.9","77","94.7","83.9","413","158","413","6",37.5,"2",12.5,9.1
"Schweitzer, Tyler","805326","16","15.3",50,"108.6","96","88.6","100.5","86.1","378","200",,"10",62.5,"3",18.8,15
"Heineman, Tyler","623168","16","23.3",68.8,"105.6","93.7","87.3","97.2","84.8","391","259","376","10",62.5,"2",12.5,11.8
"Casparius, Ben","676508","15","20",40,"104.4","88.8","80.8","88.9","88.3","369","205","361","4",26.7,"2",13.3,8.7
"Garrett, Braxton","666129","15","22.2",33.3,"111","85.6","72.2","85","88","380","168",,"4",26.7,"2",13.3,7.1
"Acton, Garrett","670183","15","20.9",40,"109.3","95.6","89.5","95.9","97.6","371","191",,"6",40,"1",6.7,3.6
"Little, Brendon","663893","15","1.9",40,"111.1","93.1","82","97.9","88.3","431","163","400","8",53.3,"2",13.3,8.3
"Rodríguez, Yariel","684320","15","15.4",33.3,"110","88.1","76.3","94.9","78","402","191","371","6",40,"3",20,12.5
"Black, Mason","696131","15","19.4",46.7,"104.1","88.2","79.1","91.4","74.8","359","195",,"5",33.3,"2",13.3,9.1
"Rojas, Miguel","500743","15","14.9",40,"108.1","92.5","84.4","94.3","93.3","390","179","385","9",60,"2",13.3,11.8
"Baumler, Carter","691945","14","20.9",35.7,"107","91.8","82.5","97","81.7","401","193","401","7",50,"1",7.1,3.7
"Thornton, Zach","804267","14","10.9",35.7,"106.3","92.2","82.7","95.4","88","389","186","389","8",57.1,"2",14.3,10.5
"Gervase, Paul","801434","14","16.1",21.4,"104.2","90.2","81.6","87.5","98.3","372","131",,"6",42.9,"0",0,0
"Laweryson, Cody","689520","14","15.5",35.7,"106.7","89.5","78.8","96.6","88.5","321","159",,"6",42.9,"0",0,0
"Heuer, Codi","676051","14","19.5",28.6,"105.1","94.7","88.9","96.4","92.4","388","185",,"9",64.3,"1",7.1,5.3
"Fleming, Josh","676596","14","8.9",14.3,"108.5","92.4","81.5","102.3","86.9","438","140","438","9",64.3,"1",7.1,5.6
"Sanders, Cam","676742","14","26.6",42.9,"109.2","88.6","79.4","90.4","91.5","354","200",,"4",28.6,"1",7.1,3.7
"Kelly, Michael","547184","14","20",42.9,"106.4","85.6","70.9","89.7","87.4","394","145","394","6",42.9,"2",14.3,9.1
"Wiemer, Joey","686894","13","25.9",53.8,"104","90.6","84.2","92.1","94.3","385","227","385","4",30.8,"1",7.7,6.3
"Wilson, Weston","642215","13","20.8",30.8,"108.2","86","75.4","88","81.3","418","212","402","4",30.8,"1",7.7,7.7
"Fernández, Julian","642759","13","28.2",23.1,"104.5","91.2","82","93.4","89.8","396","206","396","7",53.8,"1",7.7,5.6
"Hentges, Sam","656529","13","26.8",30.8,"102.3","83.7","75.1","91.7","76.1","342","171",,"3",23.1,"0",0,0
"Eder, Jake","671109","13","23.3",53.8,"105.4","95.3","88.7","96.8","91.9","392","246",,"9",69.2,"4",30.8,26.7
"Johnson, Seth","686751","13","16.4",38.5,"110.1","84.9","72.4","93.1","77.7","393","157",,"4",30.8,"2",15.4,9.5
"Oviedo, Johan","670912","13","16.4",38.5,"110.2","92.4","81.9","99.2","89.6","408","180","376","8",61.5,"3",23.1,16.7
"Macko, Adam","671936","13","17.5",30.8,"105.4","83.3","69.8","91.2","79.8","379","178",,"5",38.5,"1",7.7,5.6
"Lucchesi, Joey","664192","13","3.5",30.8,"106.6","95.2","89","99.1","93.4","407","128","407","9",69.2,"2",15.4,8.3
"Harvey, Hunter","640451","13","8.9",38.5,"109","93.2","86.4","95.2","90.8","402","171","380","5",38.5,"3",23.1,16.7
"Paez, Jedixson","699151","13","23.5",23.1,"108.6","95.3","89.4","98.4","90.5","405","220","383","6",46.2,"3",23.1,18.8
"Muñoz, Roddery","682610","13","19.6",38.5,"111.7","95.5","88.9","100","91.8","404","224","374","10",76.9,"2",15.4,8
"Spence, Mitch","687765","13","12.8",23.1,"106.7","90.8","82","94.8","88.8","374","137","374","5",38.5,"1",7.7,4.8
"Frazier, Adam","624428","12","7.9",33.3,"100.9","80.2","66.2","82.1","76.5","398","151","398","4",33.3,"0",0,0
"Solesky, Chase","686678","12","10.2",41.7,"103","89.4","79.7","100.1","81.8","419","161","419","4",33.3,"1",8.3,5.9
"Pushard, Matt","690155","12","15.4",41.7,"106","88.3","77.6","87.5","89.9","364","183",,"5",41.7,"0",0,0
"Basso, Brady","669620","12","18.5",83.3,"104","93.6","85.9","95.6","83.8","376","260","373","7",58.3,"2",16.7,14.3
"Hoffman, Nolan","676510","12","19",16.7,"103.8","84","74.8","91.8","76.9","346","135",,"3",25,"0",0,0
"Ekness, Josh","694795","12","10.7",41.7,"108.8","90.8","80.8","92.4","88.5","392","199",,"6",50,"1",8.3,4.5
"Trivino, Lou","642152","12","15.6",50,"99.3","87.9","79.9","91.1","81.3","313","191",,"4",33.3,"0",0,0
"Mills, Wyatt","670090","12","11.6",25,"106.7","91.6","82","93.2","90.5","314","160",,"4",33.3,"0",0,0
"De los Santos, Yerry","660787","12","-8.4",16.7,"111.2","92.1","83.2","88","93","351","76","351","5",41.7,"0",0,0
"Allen, Logan","671106","11","12.2",27.3,"107","94","86.2","99.5","87.4","392","173",,"6",54.5,"2",18.2,10.5
"Fulton, Dax","690978","11","-8.8",18.2,"110.8","87.7","77.2","99.3","81","316","102",,"3",27.3,"1",9.1,6.3
"Snell, Blake","605483","11","-8",45.5,"103.4","80.5","68.3","88","76.1","310","98",,"2",18.2,"0",0,0
"Edwards Jr., Carl","605218","10","15.9",40,"102.8","93.6","87.8","94.3","92.7","392","204","392","4",40,"1",10,4
"Rashi, Taylor","688497","10","7",30,"103.7","85.3","71.6","88.8","81.8","406","128","406","4",40,"1",10,6.7
"Koss, Christian","683766","10","13",40,"102.4","91.2","85.5","90.3","92.5","361","170",,"3",30,"1",10,10
"Dobbins, Hunter","690928","10","-3.7",20,"102.7","90.1","80.6","98.6","89.1","376","127",,"5",50,"2",20,10.5
"Beck, Tristan","663941","10","12.9",10,"101.2","91.6","86.1","90.8","92.3","331","146",,"4",40,"0",0,0
"Lee, Chase","695445","10","1.4",30,"105.4","84.7","72.9","84.7","84.7","388","149","367","3",30,"1",10,6.7
"Voth, Austin","608723","10","22.2",40,"101.7","91.9","85.5","96.6","90.7","354","178",,"4",40,"0",0,0
"Gilbert, Tyler","656457","10","15.7",60,"107.2","95.3","86.6","96","93.6","407","242","400","5",50,"3",30,20
"Raquet, Nick","675919","10","20.5",50,"102.7","88.5","79","91.8","87.9","361","217","361","3",30,"1",10,7.1
"Mautz, Brycen","802408","10","15.3",50,"103.6","90","84.2","90.8","88.3","392","219",,"2",20,"0",0,0
"Estrada, Lazaro","681751","9","6.9",33.3,"101.2","76.8","59.6","75.8","81.6","282","92",,"2",22.2,"0",0,0
"Dion, Will","702021","9","2.1",55.6,"111.1","84.5","75.2","89.1","80.9","327","145",,"1",11.1,"0",0,0
"Carrasco, Carlos","471911","9","21.5",44.4,"109.1","91.8","82.3","93.8","103.1","349","150",,"5",55.6,"0",0,0
"Thompson, Keegan","624522","9","39.9",22.2,"107.3","85.1","74.8","95.9","63.2","310","136",,"2",22.2,"0",0,0
"Walker, Josh","677020","9","21",33.3,"109.5","91.6","85.4","92.7","89.6","369","214","369","4",44.4,"1",11.1,6.3
"Beck, Brendan","694341","9","24.7",66.7,"110.9","97.8","90.1","100.7","87.7","374","232","374","7",77.8,"2",22.2,15.4
"Sullivan, Brett","664954","9","-4.4",22.2,"103.8","88.1","77","103.2","83.8","353","95",,"4",44.4,"0",0,0
"Devenski, Chris","606965","9","10.6",44.4,"114","94.7","86.9","98.8","95.9","376","163","376","5",55.6,"2",22.2,16.7
"Eflin, Zach","621107","8","8.7",12.5,"107.3","99.1","92.6","102.1","97.3","393","171","393","6",75,"2",25,11.8
"Tolbert, Tyler","686475","8","9.8",62.5,"99.3","89.7","84.9","92.9","86.5","381","178","381","1",12.5,"1",12.5,11.1
"Uberstine, Tyler","700413","8","22.8",50,"103.6","87.4","76.1","88.5","79.8","384","229","384","3",37.5,"1",12.5,9.1
"Kriske, Brooks","621139","8","37.3",25,"108.1","88.1","77.3","102","93.9","266","116",,"3",37.5,"1",12.5,10
"Aleman, Franco","680916","8","27.2",37.5,"107.7","92.2","83","100","84.4","406","183","406","5",62.5,"1",12.5,10
"Sousa, Bennett","656986","8","25",62.5,"95.2","83","76","82.7","84.4","328","237",,"1",12.5,"0",0,0
"Andrews, Tanner","681084","8","6.4",25,"99.4","80.1","67.1","92.6","72.9","387","143",,"2",25,"1",12.5,9.1
"Guerrero, Tyron","594027","8","10.9",37.5,"104.1","88.5","80.4","93.1","83.9","423","156","423","2",25,"1",12.5,6.3
"Hernández, Jonathan","642546","8","-2.6",25,"100.7","83.1","71.8","81.3","84.1","317","98",,"3",37.5,"0",0,0
"Pintaro, Jonathan","702752","8","19.2",12.5,"107.1","85.4","71.8","79.7","91","350","89",,"2",25,"0",0,0
"Muñoz, Rolddy","691548","8","-5.9",25,"108.1","94.2","83.8","101.6","91.8","380","122","380","5",62.5,"2",25,16.7
"Rutledge, Jackson","671131","8","3.4",25,"104.2","85.2","73.8","90.4","83.4","401","107",,"3",37.5,"1",12.5,8.3
"Rangel, Alan","660604","7","28.7",42.9,"101.7","86.1","79.4","83.6","90.5","246","149",,"1",14.3,"0",0,0
"Velasquez, Vince","592826","7","35.2",14.3,"100.2","85.4","77.7","87.4","80.7","328","224",,"1",14.3,"0",0,0
"Blach, Ty","621389","7","1.7",28.6,"100","93.9","89.9","90","95.5","305","108",,"4",57.1,"0",0,0
"Klein, John","804619","7","16",28.6,"102.9","84.5","72.8","90.8","83.7","353","158","353","3",42.9,"0",0,0
"Ferguson, Tyler","621053","7","15.6",42.9,"107.2","97.6","93.1","101.7","87.5","408","281","403","5",71.4,"4",57.1,50
"Koenig, Jared","657649","7","2.4",28.6,"107.8","98.5","93.4","97.1","99.5","348","155",,"5",71.4,"0",0,0
"Buttó, José","676130","7","10.8",42.9,"108","84.2","70.8","89.4","52.8","414","234","404","3",42.9,"1",14.3,6.3
"Cornelio, Riley","683000","7","38.8",14.3,"108.1","90.9","81","99.3","57.6","390","193",,"3",42.9,"1",14.3,8.3
"Rivera, Eduardo","700842","7","12.5",14.3,"112.4","95.5","86.2","91.9","101.2","335","90",,"3",42.9,"0",0,0
"Simpson, Josh","681006","6","31.5",33.3,"112.9","98.1","90.1","102.5","89.2","404","252","391","3",50,"2",33.3,20
"Pearson, Nate","663878","6","23.9",50,"92.2","71.3","57.8","71.4","70.9","325","179",,"0",0,"0",0,0
"Hiraldo, Yaramil","682274","6","34.1",66.7,"104.1","92.7","83.6","92.7",,"409","320","393","4",66.7,"2",33.3,16.7
"Abner, Philip","691769","6","6.2",50,"96","83.6","73.3","78.6","88.6","336","144",,"1",16.7,"0",0,0
"Vivas, Jorbit","678391","6","30.1",83.3,"104","94.8","88.6","98.5",,"373","276",,"3",50,"3",50,50
"Ponce, Cody","664074","6","6.1",33.3,"101.5","87.9","78.8","93.5","82.3","354","164",,"2",33.3,"0",0,0
"Moore, Dylan","664238","6","16.1",33.3,"98","72.9","59.4","98","69","288","117",,"1",20,"0",0,0
"Chivilli, Angel","683409","6","18.5",33.3,"114.6","82.9","65.8","97.7","72.1","446","155","446","2",33.3,"1",16.7,7.7
"Jacob, Alek","689690","6","26.3",16.7,"106.2","96.3","89.2","95.2","101.5","388","160",,"4",66.7,"1",16.7,8.3
"Castro, Kervin","665645","6","7.8",33.3,"111.9","92.4","79","108.3","92","296","136",,"3",50,"0",0,0
"Barnett, Mason","686930","6","-4.6",33.3,"99.4","89.4","82.7","90.5","88.9","347","100",,"2",33.3,"0",0,0
"Hollowell, Gavin","668970","6","29.3",50,"107.1","96.2","87","96.2",,"394","287","393","4",66.7,"2",33.3,18.2
"Duarte, Daniel","650960","6","11.6",33.3,"101","80.4","66.6","93.7","67.1","379","174",,"1",16.7,"1",16.7,14.3
"Tong, Jonah","804636","6","25.8",16.7,"93.5","86.4","81.8","89.1","81","316","189",,"0",0,"0",0,0
"Nikhazy, Doug","680951","6","-8.3",0,"112.7","89","75.7","83.5","90.1","206","50",,"2",33.3,"0",0,0
"Estévez, Carlos","608032","5","23.3",40,"106.6","94.7","87.8","101.9","103.5","386","203","386","4",80,"1",20,14.3
"Mederos, Victor","682989","5","27.9",20,"106.5","90.8","85.2","95.9","88.6","360","179",,"1",20,"0",0,0
"Cruz, Yovanny","672442","5","17.3",40,"101.8","91.1","85.4","93.9","86.7","372","222",,"2",40,"0",0,0
"Molina, Anthony","683627","5","-10.7",0,"109.1","86.1","74.3","98.5","83","380","82",,"2",40,"0",0,0
"Cerantola, Eric","672021","5","8.7",20,"101.5","96.3","93.8","100","93.8","393","182","393","4",80,"2",40,14.3
"Herrera, Welinton","700327","5","12.1",20,"103.4","96.1","92.6","93.3","100.3","356","194",,"3",60,"0",0,0
"Maxwell, Zach","687209","5","20.3",80,"107.5","98.1","93.2","98.1",,"425","303","405","3",60,"2",40,25
"Santa, Alimber","695001","5","13",40,"69.7","53.7","45.8","46.1","58.9","179","75",,"0",0,"0",0,0
"Rogers, Jake","668670","5","21.1",40,"101.9","81.7","69.5","101.9","80.2","277","118",,"2",40,"0",0,0
"VanWey, Logan","701121","4","20.8",50,"108","93.8","84.3","89.1","108","323","242",,"2",50,"0",0,0
"McGee, Easton","668834","4","2.6",25,"115.3","95.5","83.1","115.3","88.9","269","98",,"3",75,"1",25,16.7
"Hamilton, Ian","641656","4","-6",50,"100.9","94.2","88.7","95.3","93.1","334","168",,"2",50,"0",0,0
"Little, Luke","681432","4","-2.5",25,"107.8","90","72.5","107.8","84.1","406","143","406","2",50,"1",25,20
"Williamson, Ben","810938","4","24.9",25,"108.5","91.7","81.8","99.6","94.7","406","240","406","1",25,"1",25,25
"Cortes, Carlos","666126","4","-0.8",50,"95.5","72.4","60.4","95.5","60.4","344","158",,"1",25,"0",0,0
"Saucedo, Tayler","642048","4","6.3",50,"105","85","66.9","95.9","52.4","362","241",,"2",50,"1",25,12.5
"Salazar, César","663967","4","38.3",0,"98.1","80.1","70.7","86.9","80.9","363","157","363","1",25,"0",0,0
"Mateo, Jorge","622761","4","38.8",25,"101.5","88.2","82.4","88.2",,"306","261",,"1",25,"0",0,0
"Espada, Jose","664744","4","12.2",0,"104.3","95.4","87.5","96.1","94.6","301","157",,"2",50,"0",0,0
"McGuire, Reese","624512","3","53.2",0,"92.1","84","79.9","88.3",,"329","212",,"0",0,"0",0,0
"McDermott, Chayce","694646","3","46.2",33.3,"93.3","89.7","87.9","92.3",,"261","181",,"0",0,"0",0,0
"Sanoja, Javier","691594","3","30.4",33.3,"105.1","98","94.5","98",,"342","334",,"1",33.3,"1",33.3,25
"Stubbs, Garrett","596117","3","30.4",33.3,"106","96.4","91.6","96.4",,"361","306",,"2",66.7,"0",0,0
"Peralta, Sammy","671111","3","40.8",66.7,"94.8","84.5","79.4","85.6",,"362","215",,"0",0,"0",0,0
"Gerber, Joey","680702","3","24.3",66.7,"102.3","98","95.9","98",,"307","257",,"2",66.7,"0",0,0
"Stewart, Brock","592779","3","20.8",0,"93.9","88.8","86.3","87.6","89.4","202","113",,"0",0,"0",0,0
"Ríos, Yacksel","605441","3","18.9",33.3,"106.6","90.8","82.9","89.6","93.3","286","209",,"1",33.3,"0",0,0
"Davitt, Duncan","701474","2","16.3",50,"104","101.4","98.7","98.7","104","366","246",,"2",100,"1",50,33.3
"Haggerty, Sam","664059","2","-29.6",0,"70.5","70.2","69.9",,"70.2","8","6",,"0",0,"0",0,0
"Smith, Dylan","681916","2","61.4",0,"96.3","91.5","86.7","96.3",,"238","181",,"1",50,"0",0,0
"Kempner, William","687531","2","29.8",0,"93.6","91.5","89.4","93.6","89.4","212","132",,"0",0,"0",0,0
"Minter, A.J.","621345","2","31.5",0,"104.3","90.2","76.1",,"104.3","136","86",,"1",50,"0",0,0
"Higgins, P.J.","664731","2","55.1",0,"79.5","78","76.6","79.5",,"231","202",,"0",0,"0",0,0
"Gusto, Ryan","687473","2","10.2",50,"104","103.6","103.2","104","103.2","353","190",,"2",100,"1",50,33.3
"Stratton, Hunter","676702","2","-4.2",0,"104.4","94","83.5","104.4","83.5","67","39",,"1",50,"0",0,0
"Brooks, Aaron","605156","2","56.9",50,"98.5","85.7","73","98.5",,"375","211","375","1",50,"1",50,25
"Hedges, Austin","595978","1","17.8",100,"93.8","93.8","93.8","93.8",,"300","300",,"0",0,"0",0,0
"Gamboa, Alec","687941","1","27.7",100,"81.4","81.4","81.4","81.4",,"295","295",,"0",0,"0",0,0
